City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
306,Provideniya,RU,2020-12-24 21:47:08,64.38,-173.3,6.8,71,0,3.33
307,Sobolevo,RU,2020-12-24 21:47:08,54.43,31.9,34.74,97,100,13.09
308,Copperas Cove,US,2020-12-24 21:44:13,31.12,-97.9,54.0,15,1,21.92
309,Constitucion,CL,2020-12-24 21:47:09,-35.33,-72.42,66.13,54,0,19.75
310,Marawi,PH,2020-12-24 21:47:09,8.0,124.29,75.99,89,99,3.0
311,Leh,IN,2020-12-24 21:47:10,34.17,77.58,2.75,64,26,0.02
312,Necochea,AR,2020-12-24 21:47:10,-38.55,-58.74,77.81,49,65,15.48
313,Kapchorwa,UG,2020-12-24 21:47:10,1.4,34.45,62.1,61,34,5.44
314,Lorengau,PG,2020-12-24 21:47:10,-2.02,147.27,82.78,71,7,2.51
315,Verkhnevilyuysk,RU,2020-12-24 21:47:10,63.45,120.32,-35.37,82,100,4.18
316,Ures,MX,2020-12-24 21:47:11,29.43,-110.4,69.01,14,98,4.0
317,Chernyshevskiy,RU,2020-12-24 21:47:11,63.01,112.47,-37.59,83,86,2.28
318,Samtredia,GE,2020-12-24 21:47:11,42.15,42.34,35.6,93,75,5.82
319,Puerto Leguizamo,CO,2020-12-24 21:47:11,-0.19,-74.78,80.51,88,62,3.09
320,Nova Olimpia,BR,2020-12-24 21:47:11,-14.8,-57.29,83.32,71,56,4.59
321,Bathsheba,BB,2020-12-24 21:47:12,13.22,-59.52,80.6,74,40,20.8
322,Newton,US,2020-12-24 21:47:12,42.34,-71.21,54.0,87,100,19.46
323,Bulawayo,ZW,2020-12-24 21:47:12,-20.15,28.58,67.42,84,100,8.7
324,Kahului,US,2020-12-24 21:47:12,20.89,-156.47,82.4,58,20,19.46
325,Encruzilhada,BR,2020-12-24 21:47:12,-15.53,-40.91,69.01,76,42,5.68
326,Torata,PE,2020-12-24 21:47:13,-17.08,-70.84,60.24,62,74,5.21
327,Dawei,MM,2020-12-24 21:47:13,14.08,98.2,72.55,65,42,5.03
328,Tessalit,ML,2020-12-24 21:47:13,20.2,1.01,63.36,30,74,14.88
329,Alta Gracia,AR,2020-12-24 21:47:13,-31.65,-64.43,97.0,28,0,10.29
330,Sola,VU,2020-12-24 21:47:14,-13.88,167.55,84.2,89,75,6.89
331,Madang,PG,2020-12-24 21:47:14,-5.22,145.8,78.67,85,96,3.85
332,Ugoofaaru,MV,2020-12-24 21:47:14,5.67,73.0,81.16,83,19,12.75
333,Lagdo,CM,2020-12-24 21:47:15,9.05,13.73,76.51,26,27,5.48
334,Temnikov,RU,2020-12-24 21:47:15,54.63,43.21,18.09,97,100,8.48
335,Grindavik,IS,2020-12-24 21:47:16,63.84,-22.43,46.4,93,90,38.03
336,Inhambane,MZ,2020-12-24 21:47:16,-23.86,35.38,79.12,88,100,2.77
337,Pacific Grove,US,2020-12-24 21:42:40,36.62,-121.92,64.99,23,20,3.36
338,Pisco,PE,2020-12-24 21:47:18,-13.7,-76.22,73.4,73,0,24.16
339,Antofagasta,CL,2020-12-24 21:47:18,-23.65,-70.4,69.8,68,75,13.87
340,Lianzhou,CN,2020-12-24 21:47:18,24.78,112.38,46.81,64,72,3.09
341,Valleyview,CA,2020-12-24 21:47:19,55.07,-117.29,41.0,41,85,8.05
342,Maumere,ID,2020-12-24 21:43:27,-8.62,122.21,79.39,73,96,2.53
343,Portland,US,2020-12-24 21:44:20,45.52,-122.68,46.99,52,75,14.99
344,Santa Margherita Ligure,IT,2020-12-24 21:47:19,44.33,9.21,54.0,80,100,7.2
345,Alvaraes,BR,2020-12-24 21:47:19,-3.22,-64.8,82.4,83,20,3.36
346,Acarau,BR,2020-12-24 21:47:19,-2.89,-40.12,80.15,77,45,16.8
347,Faya,SA,2020-12-24 21:47:20,18.39,42.45,55.4,93,26,3.96
348,Tromso,NO,2020-12-24 21:45:49,69.65,18.96,32.0,90,0,14.99
349,Olinda,BR,2020-12-24 21:47:20,-8.01,-34.86,78.8,74,40,10.29
350,Nemuro,JP,2020-12-24 21:47:20,43.32,145.57,33.87,88,34,15.61
351,Jaleswar,NP,2020-12-24 21:47:20,26.65,85.8,57.11,71,0,3.94
352,Meulaboh,ID,2020-12-24 21:43:11,4.14,96.13,75.96,88,82,3.02
353,Ussel,FR,2020-12-24 21:47:21,45.55,2.32,37.0,48,100,5.01
354,Ribeira Grande,PT,2020-12-24 21:47:21,38.52,-28.7,57.2,67,40,21.92
355,Lambarene,GA,2020-12-24 21:47:21,-0.7,10.24,76.86,94,54,3.2
356,Jutai,BR,2020-12-24 21:47:21,-5.18,-68.9,76.75,95,100,2.01
357,Boa Vista,BR,2020-12-24 21:47:22,2.82,-60.67,84.2,66,75,12.75
358,Balabac,PH,2020-12-24 21:47:22,7.99,117.06,80.71,80,77,7.47
359,Ferme-Neuve,CA,2020-12-24 21:47:23,46.7,-75.45,44.6,93,100,11.41
360,Sutto,HU,2020-12-24 21:47:23,47.76,18.45,46.99,96,100,1.01
361,Pauini,BR,2020-12-24 21:47:23,-7.71,-66.98,76.46,95,100,1.63
362,Pemangkat,ID,2020-12-24 21:47:23,1.17,108.97,75.29,88,72,5.28
363,Biltine,TD,2020-12-24 21:47:24,14.53,20.92,69.55,24,26,9.57
364,Tukrah,LY,2020-12-24 21:47:24,32.53,20.58,61.34,67,71,6.46
365,Yantikovo,RU,2020-12-24 21:47:24,55.82,47.91,17.6,92,75,8.95
366,Aswan,EG,2020-12-24 21:47:24,24.09,32.91,61.18,33,95,13.69
367,Nioro,GM,2020-12-24 21:47:25,13.35,-15.75,73.33,27,92,6.15
368,Cayenne,GF,2020-12-24 21:47:25,4.93,-52.33,77.0,100,100,5.84
369,Ambatondrazaka,MG,2020-12-24 21:47:25,-17.83,48.42,65.08,89,55,2.26
370,Saint George,US,2020-12-24 21:45:06,37.1,-113.58,44.01,21,1,1.79
371,Zmeinogorsk,RU,2020-12-24 21:47:26,51.16,82.19,12.18,94,100,13.4
372,Lillooet,CA,2020-12-24 21:47:26,50.69,-121.94,24.8,73,20,2.24
373,Peski,RU,2020-12-24 21:47:26,55.22,38.76,26.6,86,90,8.95
374,Ola,RU,2020-12-24 21:44:24,59.58,151.28,-19.17,80,19,12.41
375,Sechura,PE,2020-12-24 21:47:27,-5.56,-80.82,78.71,54,21,16.84
376,Saint-Denis,FR,2020-12-24 21:47:27,48.92,2.33,39.2,86,75,10.29
377,Wencheng,CN,2020-12-24 21:47:27,33.06,113.8,36.99,69,0,2.24
378,Yerbogachen,RU,2020-12-24 21:47:27,61.28,108.01,-39.12,80,16,2.15
379,Puri,IN,2020-12-24 21:45:08,19.8,85.85,59.0,93,0,8.05
380,Skibbereen,IE,2020-12-24 21:47:28,51.55,-9.27,37.17,80,27,4.76
381,Namatanai,PG,2020-12-24 21:47:28,-3.67,152.43,83.34,74,99,4.59
382,Amarillo,US,2020-12-24 21:47:28,35.22,-101.83,52.0,14,1,18.34
383,Astoria,US,2020-12-24 21:47:28,46.19,-123.83,51.8,53,1,6.93
384,Cravo Norte,CO,2020-12-24 21:47:28,6.3,-70.2,84.31,66,18,6.42
385,Lata,PT,2020-12-24 21:47:29,40.16,-8.33,48.0,75,0,4.7
386,Boyolangu,ID,2020-12-24 21:47:29,-8.12,111.89,74.32,84,19,1.68
387,Sitka,US,2020-12-24 21:47:29,57.05,-135.33,39.2,80,20,3.36
388,Saskylakh,RU,2020-12-24 21:47:30,71.92,114.08,-27.17,85,96,7.92
389,Cockburn Town,TC,2020-12-24 21:47:30,21.46,-71.14,80.6,69,40,16.11
390,Dombarovskiy,RU,2020-12-24 21:47:30,50.76,59.54,17.29,97,100,5.26
391,Salantai,LT,2020-12-24 21:47:30,56.07,21.57,33.8,96,100,4.7
392,Lasa,IT,2020-12-24 21:47:30,46.62,10.7,37.99,80,40,3.36
393,Pundaguitan,PH,2020-12-24 21:47:31,6.37,126.17,81.03,81,91,8.9
394,Acaponeta,MX,2020-12-24 21:47:31,22.5,-105.36,85.62,24,88,6.98
395,Ketchikan,US,2020-12-24 21:47:31,55.34,-131.65,35.6,100,75,4.94
396,Rjukan,NO,2020-12-24 21:47:32,59.88,8.59,28.0,88,0,8.03
397,Samfya,ZM,2020-12-24 21:47:32,-11.36,29.56,67.78,87,65,4.5
398,College,US,2020-12-24 21:47:32,64.86,-147.8,8.01,77,75,1.36
399,Yen Bai,VN,2020-12-24 21:47:32,21.7,104.87,58.95,81,43,1.79
400,Doha,QA,2020-12-24 21:47:32,25.29,51.53,68.0,72,0,6.93
401,Hambantota,LK,2020-12-24 21:47:33,6.12,81.12,75.2,100,20,2.24
402,Mehamn,NO,2020-12-24 21:47:33,71.04,27.85,23.97,93,100,22.68
403,Yaan,NG,2020-12-24 21:47:33,7.38,8.57,82.04,20,100,2.06
404,Ilulissat,GL,2020-12-24 21:47:33,69.22,-51.1,24.8,85,100,8.05
405,Camacha,PT,2020-12-24 21:47:33,33.08,-16.33,64.4,77,40,12.75
406,Alta Floresta,BR,2020-12-24 21:47:34,-9.88,-56.09,76.73,87,92,2.17
407,Ixtapa,MX,2020-12-24 21:47:34,20.7,-105.2,77.0,53,5,10.29
408,Ulladulla,AU,2020-12-24 21:47:34,-35.35,150.47,62.01,87,90,9.17
409,Qaqortoq,GL,2020-12-24 21:47:05,60.72,-46.03,30.2,63,70,31.09
410,Launceston,AU,2020-12-24 21:43:05,-41.45,147.17,55.0,57,0,10.29
411,San Martin,AR,2020-12-24 21:47:35,-33.08,-68.47,91.4,26,40,4.7
412,Lahij,YE,2020-12-24 21:47:35,13.17,44.58,70.3,72,5,5.53
413,Whitianga,NZ,2020-12-24 21:47:35,-36.83,175.7,66.99,56,71,10.33
414,Saint-Augustin,CA,2020-12-24 21:47:36,51.23,-58.65,28.99,93,95,16.37
415,Ambilobe,MG,2020-12-24 21:47:36,-13.2,49.05,75.02,90,20,2.13
416,Buzdyak,RU,2020-12-24 21:47:36,54.58,54.55,4.48,94,95,2.91
417,Kattivakkam,IN,2020-12-24 21:47:36,13.22,80.32,73.4,88,20,5.17
418,Kanlagay,PH,2020-12-24 21:47:36,5.88,121.29,80.46,82,59,7.81
419,Luganville,VU,2020-12-24 21:47:37,-15.53,167.17,84.2,83,40,2.24
420,Takoradi,GH,2020-12-24 21:47:37,4.88,-1.76,79.97,82,24,4.7
421,Esperance,AU,2020-12-24 21:47:37,-33.87,121.9,68.0,60,0,20.8
422,Umm Kaddadah,SD,2020-12-24 21:47:37,13.6,26.69,70.68,26,37,14.0
423,Sept-Iles,CA,2020-12-24 21:47:37,50.2,-66.38,32.0,94,100,4.7
424,Port Lincoln,AU,2020-12-24 21:47:38,-34.73,135.87,61.05,76,5,12.77
425,Jiaohe,CN,2020-12-24 21:47:38,43.73,127.34,4.71,91,96,3.85
426,Balingasay,PH,2020-12-24 21:47:39,16.36,119.86,79.74,86,7,8.25
427,Kaura Namoda,NG,2020-12-24 21:47:39,12.59,6.58,71.11,23,0,13.24
428,Chokurdakh,RU,2020-12-24 21:47:39,70.63,147.92,-9.33,91,100,13.13
429,Pyshma,RU,2020-12-24 21:47:39,56.95,63.25,-7.35,87,90,6.87
430,Dekar,BW,2020-12-24 21:47:39,-21.53,21.93,77.05,59,49,9.28
431,Booue,GA,2020-12-24 21:47:40,-0.09,11.94,74.35,92,13,2.75
432,Abonnema,NG,2020-12-24 21:47:40,4.71,6.79,80.6,88,20,5.23
433,Mason City,US,2020-12-24 21:47:40,43.15,-93.2,5.0,65,75,19.46
434,Zhanakorgan,KZ,2020-12-24 21:47:40,43.91,67.25,30.09,88,100,2.06
435,Codrington,AU,2020-12-24 21:47:41,-38.27,141.97,56.98,64,100,8.81
436,Ampanihy,MG,2020-12-24 21:47:41,-24.7,44.75,71.55,93,72,3.06
437,Saint Anthony,US,2020-12-24 21:47:41,45.02,-93.22,7.0,55,1,11.41
438,That Phanom,TH,2020-12-24 21:47:42,16.94,104.71,62.89,81,0,6.22
439,Qui Nhon,VN,2020-12-24 21:45:09,13.77,109.23,72.66,91,97,10.89
440,Salym,RU,2020-12-24 21:47:42,60.06,71.48,-33.23,82,19,5.91
441,Acapulco,MX,2020-12-24 21:47:42,16.86,-99.89,84.2,74,20,5.82
442,Xining,CN,2020-12-24 21:47:43,36.62,101.77,14.34,80,18,2.71
443,Nome,US,2020-12-24 21:47:43,64.5,-165.41,24.8,79,90,17.22
444,Havelock,US,2020-12-24 21:47:43,34.88,-76.9,66.99,93,91,8.01
445,Ouegoa,NC,2020-12-24 21:47:43,-20.35,164.43,82.47,70,79,7.07
446,Sibolga,ID,2020-12-24 21:47:44,1.74,98.78,75.76,81,79,4.45
447,Wang Saphung,TH,2020-12-24 21:47:44,17.3,101.77,64.99,99,0,1.83
448,Palmeira,BR,2020-12-24 21:47:44,-25.43,-50.01,66.78,81,2,10.65
449,Oranjemund,NA,2020-12-24 21:47:44,-28.55,16.43,63.64,88,1,14.92
450,Aksu,CN,2020-12-24 21:47:44,41.12,80.26,15.46,90,6,2.59
451,Marsa Matruh,EG,2020-12-24 21:47:45,31.35,27.25,55.4,76,0,5.82
452,Orzhytsya,UA,2020-12-24 21:47:45,49.79,32.7,36.05,96,100,19.48
453,Mikhaylovka,RU,2020-12-24 21:47:45,50.06,43.24,11.32,95,0,6.82
454,Malanje,AO,2020-12-24 21:47:45,-9.54,16.34,63.1,98,64,3.36
455,Ancud,CL,2020-12-24 21:44:03,-41.87,-73.82,66.0,72,90,11.41
456,Poum,NC,2020-12-24 21:47:46,-20.23,164.02,80.56,77,82,8.79
457,Alindao,CF,2020-12-24 21:47:46,5.03,21.21,74.53,51,28,1.52
458,Tuxtepec,MX,2020-12-24 21:47:46,18.1,-96.12,66.96,70,75,8.16
459,Asau,RO,2020-12-24 21:47:46,46.43,26.4,41.0,100,90,16.11
460,Ikornnes,NO,2020-12-24 21:47:47,62.39,6.56,33.01,94,99,4.99
461,Road Town,VG,2020-12-24 21:45:23,18.42,-64.62,80.6,74,40,13.87
462,Natal,BR,2020-12-24 21:43:12,-5.79,-35.21,80.6,78,40,8.05
463,Qinhuangdao,CN,2020-12-24 21:45:21,39.93,119.59,22.51,73,85,3.29
464,Khani,GE,2020-12-24 21:47:48,41.96,42.96,35.6,93,75,5.82
465,Cabo Rojo,PR,2020-12-24 21:47:48,18.09,-67.15,81.0,75,7,1.99
466,Talnakh,RU,2020-12-24 21:47:48,69.49,88.4,-38.2,72,10,2.24
467,Ahipara,NZ,2020-12-24 21:47:48,-35.17,173.17,66.67,61,100,10.65
468,Kysyl-Syr,RU,2020-12-24 21:47:49,63.9,122.76,-40.79,79,100,3.8
469,Northam,GB,2020-12-24 21:47:49,51.03,-4.22,37.99,78,0,8.01
470,Laguna,US,2020-12-24 21:47:49,38.42,-121.42,53.01,76,1,4.7
471,Guerrero Negro,MX,2020-12-24 21:47:49,27.98,-114.06,72.66,21,100,4.41
472,French Harbor,HN,2020-12-24 21:47:50,16.35,-86.43,82.4,69,20,11.41
473,Hofn,IS,2020-12-24 21:47:50,64.25,-15.21,44.62,91,100,36.24
474,Urengoy,RU,2020-12-24 21:47:50,65.97,78.37,-40.9,80,72,6.76
475,Ruwi,OM,2020-12-24 21:47:51,23.6,58.55,66.2,63,0,2.24
476,Gorontalo,ID,2020-12-24 21:47:20,0.54,123.06,74.88,87,99,3.02
477,Kruisfontein,ZA,2020-12-24 21:47:51,-34.0,24.73,57.99,91,1,1.01
478,Cabo San Lucas,MX,2020-12-24 21:47:51,22.89,-109.91,82.0,34,75,10.29
479,Frontera,MX,2020-12-24 21:47:51,26.93,-101.45,53.6,17,40,6.93
480,Westport,US,2020-12-24 21:47:52,41.14,-73.36,55.4,76,90,13.87
481,Ha Tinh,VN,2020-12-24 21:47:52,18.33,105.9,63.57,84,99,4.94
482,Grand Gaube,MU,2020-12-24 21:47:52,-20.01,57.66,75.99,88,100,5.99
483,Puerto Suarez,BO,2020-12-24 21:47:52,-18.95,-57.8,96.8,56,40,4.7
484,Monte Santo,BR,2020-12-24 21:47:53,-10.44,-39.33,80.49,34,60,3.96
485,Orcopampa,PE,2020-12-24 21:47:53,-15.27,-72.34,51.46,63,78,9.37
486,Sovetskiy,RU,2020-12-24 21:47:53,61.36,63.58,-27.31,84,17,3.74
487,Beringovskiy,RU,2020-12-24 21:47:53,63.05,179.32,-10.64,88,100,18.48
488,Washington,US,2020-12-24 21:47:54,47.5,-120.5,33.01,65,32,3.4
489,Nueve De Julio,AR,2020-12-24 21:47:54,-35.44,-60.88,100.26,12,44,8.46
490,Brae,GB,2020-12-24 21:47:54,60.4,-1.35,33.8,80,40,4.7
491,Fivizzano,IT,2020-12-24 21:47:54,44.24,10.13,57.0,79,87,8.99
492,Bari,IT,2020-12-24 21:47:55,41.12,16.85,55.0,81,0,8.05
493,Susanville,US,2020-12-24 21:47:55,40.42,-120.65,39.0,51,1,3.36
494,Karaj,IR,2020-12-24 21:47:55,35.84,51.01,37.4,92,90,13.87
495,Willmar,US,2020-12-24 21:47:55,45.12,-95.04,5.0,65,1,14.99
496,Hami,CN,2020-12-24 21:47:55,42.8,93.45,17.85,76,96,1.99
497,Cabedelo,BR,2020-12-24 21:47:56,-6.98,-34.83,80.6,78,0,9.17
498,Muros,ES,2020-12-24 21:47:56,42.78,-9.06,48.99,80,3,7.0
499,Wakefield,GB,2020-12-24 21:47:56,53.68,-1.5,36.0,68,10,5.99
500,Sur,OM,2020-12-24 21:47:56,22.57,59.53,67.33,55,0,4.88
501,Kozluk,TR,2020-12-24 21:47:56,38.19,41.49,28.4,86,0,3.27
502,Lashio,MM,2020-12-24 21:47:57,22.93,97.75,50.02,97,2,1.36
503,Cap Malheureux,MU,2020-12-24 21:47:57,-19.98,57.61,75.99,88,100,5.99
504,Yuanping,CN,2020-12-24 21:47:57,38.72,112.76,18.25,77,0,1.97
505,Wuwei,CN,2020-12-24 21:47:57,37.93,102.64,25.0,40,13,2.51
506,Kidal,ML,2020-12-24 21:47:57,18.44,1.41,65.17,27,17,12.17
507,High Level,CA,2020-12-24 21:47:58,58.52,-117.14,37.4,69,75,5.82
508,Omboue,GA,2020-12-24 21:47:58,-1.57,9.26,77.92,92,44,6.2
509,Rusape,ZW,2020-12-24 21:47:58,-18.53,32.13,66.2,86,100,2.86
510,Cuamba,MZ,2020-12-24 21:47:59,-14.8,36.54,74.08,79,57,0.87
511,Inverness,GB,2020-12-24 21:43:44,57.48,-4.22,35.01,86,60,6.93
512,Korla,CN,2020-12-24 21:47:59,41.76,86.15,17.22,90,0,4.52
513,Bagdarin,RU,2020-12-24 21:48:00,54.43,113.6,-15.23,72,17,3.89
514,Fort Nelson,CA,2020-12-24 21:45:05,58.81,-122.7,23.0,79,20,5.82
515,Tynda,RU,2020-12-24 21:48:00,55.17,124.72,-23.03,82,100,3.85
516,Rio Grande,BR,2020-12-24 21:48:00,-32.03,-52.1,75.99,81,78,8.99
517,Beisfjord,NO,2020-12-24 21:48:00,68.38,17.6,32.0,86,2,13.87
518,Zhezkazgan,KZ,2020-12-24 21:48:01,47.8,67.71,0.01,94,31,5.91
519,Yatou,CN,2020-12-24 21:48:01,37.15,122.38,28.72,88,0,10.89
520,Davydivka,UA,2020-12-24 21:48:01,48.12,25.56,46.0,93,100,5.93
521,Egvekinot,RU,2020-12-24 21:48:01,66.32,-179.17,-17.79,90,57,1.61
522,Nizwa,OM,2020-12-24 21:48:02,22.93,57.53,55.92,73,2,3.76
523,Petropavlovsk-Kamchatskiy,RU,2020-12-24 21:43:55,53.05,158.65,3.2,77,43,11.18
524,Koumac,NC,2020-12-24 21:48:02,-20.57,164.28,82.99,64,75,1.57
525,Taltal,CL,2020-12-24 21:48:02,-25.4,-70.48,66.97,67,24,7.14
526,Adrar,MR,2020-12-24 21:48:03,20.5,-10.07,63.52,28,100,8.75
527,Prado,BR,2020-12-24 21:48:03,-17.34,-39.22,76.66,79,33,9.26
528,Piopio,NZ,2020-12-24 21:48:03,-38.47,175.02,66.99,54,97,7.0
529,Bendigo,AU,2020-12-24 21:48:03,-36.77,144.28,57.0,63,37,5.99
530,Ballina,AU,2020-12-24 21:48:03,-28.87,153.57,73.0,83,90,5.82
531,Okato,NZ,2020-12-24 21:48:04,-39.2,173.88,63.0,75,93,10.0
532,Calama,CL,2020-12-24 21:47:27,-22.47,-68.93,75.2,27,0,27.51
533,Swanton,US,2020-12-24 21:48:04,41.59,-83.89,23.0,53,90,9.17
534,Weymouth,US,2020-12-24 21:48:04,42.22,-70.94,54.0,87,100,19.46
535,Natchitoches,US,2020-12-24 21:48:04,31.77,-93.13,48.2,29,1,11.41
536,Sfantu Gheorghe,RO,2020-12-24 21:48:05,45.87,25.78,34.0,98,100,27.0
537,Palimbang,PH,2020-12-24 21:48:05,6.21,124.19,78.06,79,94,4.72
538,Manadhoo,MV,2020-12-24 21:48:05,5.77,73.38,81.3,83,30,14.43
539,Zhanjiang,CN,2020-12-24 21:48:06,21.28,110.34,63.88,71,94,6.91
540,Makaha,US,2020-12-24 21:48:06,21.47,-158.22,80.6,57,40,4.7
541,Vincennes,FR,2020-12-24 21:48:06,48.85,2.43,39.2,86,75,10.29
542,Palana,RU,2020-12-24 21:48:07,59.12,159.97,-2.11,94,100,7.11
543,Srednekolymsk,RU,2020-12-24 21:48:07,67.45,153.68,-18.26,87,100,9.13
544,Jian,CN,2020-12-24 21:48:07,27.12,114.98,44.8,74,9,4.43
545,Puerto Carreno,CO,2020-12-24 21:48:07,6.19,-67.49,83.98,70,88,7.65
546,Prince Rupert,CA,2020-12-24 21:45:05,54.32,-130.32,41.0,93,90,3.36
547,Tupik,RU,2020-12-24 21:48:08,54.43,119.93,-22.47,83,100,2.55
548,Vestmannaeyjar,IS,2020-12-24 21:48:08,63.44,-20.27,46.67,87,100,33.46
549,Gizo,SB,2020-12-24 21:45:08,-8.1,156.84,84.25,72,65,6.73
550,Sassandra,CI,2020-12-24 21:48:08,4.95,-6.08,77.65,89,98,3.85
551,Baykit,RU,2020-12-24 21:48:08,61.67,96.37,-37.46,75,35,4.27
552,Atar,MR,2020-12-24 21:46:09,20.52,-13.05,60.96,30,38,4.21
553,Nouadhibou,MR,2020-12-24 21:48:09,20.93,-17.03,64.4,68,0,5.82
554,Tazovskiy,RU,2020-12-24 21:48:09,67.47,78.7,-40.9,81,43,3.2
555,Namibe,AO,2020-12-24 21:48:09,-15.2,12.15,69.26,78,79,4.16
556,Hanyang,CN,2020-12-24 21:48:10,32.14,105.51,39.0,80,95,2.48
557,Wajima,JP,2020-12-24 21:48:10,37.4,136.9,42.1,70,100,17.0
558,Kinsale,IE,2020-12-24 21:48:10,51.71,-8.53,36.0,90,3,5.99
559,Brest,BY,2020-12-24 21:48:10,52.1,23.7,41.47,88,91,11.97
560,Yashalta,RU,2020-12-24 21:48:10,46.34,42.28,19.83,89,0,9.4
561,Teahupoo,PF,2020-12-24 21:48:11,-17.83,-149.27,82.0,83,75,6.93
562,Ponta Pora,BR,2020-12-24 21:48:11,-22.54,-55.73,87.8,55,0,6.93
563,Tautira,PF,2020-12-24 21:48:11,-17.73,-149.15,82.0,83,75,6.93
564,Ferrol,ES,2020-12-24 21:48:11,43.48,-8.24,50.0,93,20,3.36
565,Burnie,AU,2020-12-24 21:47:30,-41.07,145.92,55.0,56,28,8.99
566,Port Augusta,AU,2020-12-24 21:48:12,-32.5,137.77,70.0,68,0,6.93
567,Rayevskiy,RU,2020-12-24 21:48:12,54.07,54.95,3.25,94,96,2.28
568,Port-Gentil,GA,2020-12-24 21:48:12,-0.72,8.78,82.4,83,75,9.17
569,Mugur-Aksy,RU,2020-12-24 21:48:12,50.35,90.5,3.25,84,100,5.97
570,Tura,IN,2020-12-24 21:48:12,25.52,90.22,56.59,73,26,3.04
571,Eureka,US,2020-12-24 21:45:02,40.8,-124.16,57.99,66,99,3.0
572,Skjervoy,NO,2020-12-24 21:48:13,70.03,20.97,33.73,86,29,15.86
573,Elmira,US,2020-12-24 21:48:14,42.09,-76.81,46.4,93,90,4.7
574,Cruzilia,BR,2020-12-24 21:48:14,-21.84,-44.81,63.07,90,31,9.04
575,Kappeln,DE,2020-12-24 21:48:14,54.66,9.93,35.6,80,1,9.17
576,Koutiala,ML,2020-12-24 21:48:14,12.39,-5.46,75.54,20,9,6.98
577,Shelburne,CA,2020-12-24 21:48:14,44.08,-80.2,32.0,93,100,4.7
578,Ligayan,PH,2020-12-24 21:48:15,4.65,119.47,82.54,80,70,11.48
579,Bratsk,RU,2020-12-24 21:48:15,56.13,101.61,-13.0,75,100,4.47
