City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
267,Gat,IL,2020-12-24 21:46:59,31.61,34.76,55.99,79,4,2.95
268,Komsomolskiy,UZ,2020-12-24 21:46:59,40.43,71.72,30.2,80,99,4.7
269,Russell,US,2020-12-24 21:46:59,32.35,-85.2,42.8,80,90,11.41
270,Neustrelitz,DE,2020-12-24 21:44:33,53.37,13.08,39.0,97,100,8.61
271,Monduli,TZ,2020-12-24 21:46:59,-3.3,36.45,63.48,84,57,5.01
272,Kununurra,AU,2020-12-24 21:47:00,-15.77,128.73,77.0,100,92,3.36
273,Ayorou,NE,2020-12-24 21:47:00,14.73,0.92,75.29,19,0,9.69
274,Margate,GB,2020-12-24 21:47:00,51.38,1.39,42.01,80,59,7.0
275,Plouzane,FR,2020-12-24 21:47:01,48.38,-4.62,41.0,65,0,11.41
276,Balikpapan,ID,2020-12-24 21:43:05,-1.27,116.83,75.27,93,92,4.7
277,Arlit,NE,2020-12-24 21:47:01,18.74,7.39,64.65,29,19,8.88
278,Ventspils,LV,2020-12-24 21:47:01,57.39,21.56,35.6,100,0,6.93
279,Sarangani,PH,2020-12-24 21:47:01,5.4,125.46,82.22,76,76,7.94
280,Salvador,SV,2020-12-24 21:47:02,13.83,-88.92,86.0,51,20,6.93
281,Coro,VE,2020-12-24 21:47:02,11.4,-69.67,79.9,76,2,14.29
282,Cidreira,BR,2020-12-24 21:47:03,-30.18,-50.21,73.99,79,5,21.43
283,Ranong,TH,2020-12-24 21:44:27,9.97,98.63,76.3,76,100,5.26
284,Fortuna,US,2020-12-24 21:45:04,40.6,-124.16,66.0,25,1,19.46
285,Myanaung,MM,2020-12-24 21:47:03,18.28,95.32,63.21,67,56,7.02
286,Gazanjyk,TM,2020-12-24 21:47:04,39.24,55.52,36.18,79,100,9.1
287,Nagai,JP,2020-12-24 21:47:04,38.1,140.03,39.99,67,91,5.5
288,Waingapu,ID,2020-12-24 21:47:04,-9.66,120.26,77.58,76,90,4.47
289,Znamenskoye,RU,2020-12-24 21:47:04,57.13,73.83,-23.91,85,11,7.47
290,Dawson Creek,CA,2020-12-24 21:47:04,55.77,-120.24,41.0,56,20,16.11
291,Cherskiy,RU,2020-12-24 21:47:05,68.75,161.3,-18.78,88,100,6.46
292,Tonantins,BR,2020-12-24 21:47:05,-2.87,-67.8,79.88,88,80,0.94
293,Vavatenina,MG,2020-12-24 21:47:05,-17.47,49.2,70.14,93,86,2.39
294,Clyde River,CA,2020-12-24 21:47:05,70.47,-68.59,-13.0,83,6,3.36
295,Sesto Fiorentino,IT,2020-12-24 21:47:06,43.83,11.2,57.2,71,75,6.93
296,Sioux Lookout,CA,2020-12-24 21:45:28,50.1,-91.92,-4.0,70,20,8.05
297,Luderitz,NA,2020-12-24 21:47:06,-26.65,15.16,68.0,68,0,21.92
298,Hasaki,JP,2020-12-24 21:47:06,35.73,140.83,39.2,47,75,4.7
299,Bako,ET,2020-12-24 21:47:06,5.78,36.57,72.18,47,97,2.89
300,Chicama,PE,2020-12-24 21:47:07,-7.84,-79.15,68.0,82,82,10.29
301,Sanary-Sur-Mer,FR,2020-12-24 21:47:07,43.12,5.8,50.0,74,25,5.01
302,Caraballeda,VE,2020-12-24 21:47:07,10.61,-66.85,84.2,70,20,4.7
303,Glazov,RU,2020-12-24 21:47:07,58.14,52.66,9.68,95,100,6.26
304,Nagorsk,RU,2020-12-24 21:47:08,59.32,50.81,10.78,95,100,6.22
305,Dzaoudzi,YT,2020-12-24 21:47:08,-12.79,45.27,80.6,83,0,6.93
